Date,Open,High,Low,Close,Volume,Adj Close
2012-03-05,102.38,103.17,101.60,103.02,526200,95.60
2012-03-02,102.37,102.96,102.14,102.46,513500,95.08
2012-03-01,101.53,102.58,101.42,102.47,693600,95.09
2012-02-29,101.82,102.31,101.02,101.55,1461700,94.23
2012-02-28,102.66,102.93,101.63,101.81,922200,94.48
2012-02-27,102.17,102.88,100.98,102.42,1332500,95.04
2012-02-24,103.17,103.57,102.19,102.62,571100,95.23
2012-02-23,101.60,103.18,101.60,103.13,612700,95.70
2012-02-22,103.08,103.86,101.57,101.76,973100,94.43
2012-02-21,104.79,104.91,102.63,103.34,627000,95.89
2012-02-17,105.33,105.46,104.00,104.84,854700,97.29
2012-02-16,102.80,105.02,102.62,104.80,806800,97.25
2012-02-15,103.43,103.79,102.19,102.78,757200,95.38
2012-02-14,104.21,104.27,102.39,103.13,930100,95.70
2012-02-13,105.00,105.14,104.06,104.47,967400,96.94
2012-02-10,104.03,104.67,103.40,103.78,867100,96.30
2012-02-09,105.99,106.45,104.64,104.74,808800,97.19
2012-02-08,106.83,107.07,105.34,106.00,794400,98.36
2012-02-07,106.85,107.33,106.01,106.30,734200,98.64
2012-02-06,107.43,107.53,106.61,107.25,605900,99.52
2012-02-03,107.34,107.87,106.80,107.57,994900,99.82
2012-02-02,106.11,106.74,105.63,106.21,1316400,98.56
2012-02-01,104.24,106.16,104.24,106.14,1323400,98.49
2012-01-31,103.13,104.16,102.56,104.05,1490300,96.55
2012-01-30,102.68,103.48,102.17,102.55,995800,95.16
2012-01-27,103.82,104.67,103.34,104.24,858100,96.73
2012-01-26,103.96,104.69,103.43,103.68,912600,96.21
2012-01-25,101.75,103.99,101.65,103.75,1036500,96.28
2012-01-24,99.74,102.04,99.53,101.95,1063900,94.60
2012-01-23,99.51,101.21,99.51,100.72,959800,93.46
2012-01-20,99.40,99.93,98.12,99.86,1271000,92.67
2012-01-19,99.18,100.08,99.01,99.76,772200,92.57
2012-01-18,98.90,99.65,98.76,99.18,1061300,92.03
2012-01-17,98.56,99.40,98.22,98.70,826700,91.59
2012-01-13,97.62,98.18,96.73,97.49,1324900,90.47
2012-01-12,99.15,99.63,97.82,98.21,994500,91.13
2012-01-11,98.70,100.00,98.23,99.89,902900,92.69
2012-01-10,99.42,100.63,99.00,99.58,875700,92.41
2012-01-09,99.31,99.71,98.28,98.64,567700,91.53
2012-01-06,99.42,99.82,98.17,99.22,945600,92.07
2012-01-05,98.83,99.98,98.65,99.50,1046800,92.33
2012-01-04,100.69,101.02,99.21,99.33,1438700,92.17
2012-01-03,101.74,102.86,100.49,101.32,1260400,94.02
2011-12-30,100.36,100.69,99.60,99.60,544200,92.42
2011-12-29,99.57,100.21,98.95,100.03,591700,92.82
2011-12-28,101.10,101.10,98.88,99.07,740000,91.93
2011-12-27,100.61,102.32,100.31,101.59,663400,93.76
2011-12-23,100.24,101.14,99.89,101.01,582400,93.23
2011-12-22,98.32,100.53,98.01,100.03,1064600,92.32
2011-12-21,98.37,98.67,97.30,97.90,762200,90.35
2011-12-20,96.48,98.50,96.15,98.39,822700,90.81
2011-12-19,96.09,96.85,94.92,95.11,754600,87.78
2011-12-16,95.68,97.22,95.30,95.96,1305300,88.56
2011-12-15,94.43,96.07,93.56,95.04,1133400,87.72
2011-12-14,92.11,94.52,91.90,93.65,1186200,86.43
2011-12-13,93.73,94.47,91.85,92.54,882800,85.41
2011-12-12,94.62,94.64,92.58,93.35,873700,86.16
2011-12-09,94.18,96.00,93.70,95.49,849000,88.13
2011-12-08,95.40,95.44,93.51,93.79,695000,86.56
2011-12-07,94.67,96.22,93.86,95.87,508700,88.48
2011-12-06,95.17,95.33,94.10,94.91,520200,87.60
2011-12-05,94.96,96.44,94.50,95.23,824800,87.89
2011-12-02,94.43,95.26,93.46,93.73,811200,86.51
2011-12-01,94.94,95.21,93.24,93.57,1071000,86.36
2011-11-30,92.30,95.55,91.74,95.38,1741200,88.03
2011-11-29,90.70,91.21,89.50,89.96,981100,83.03
2011-11-28,91.96,92.48,89.44,90.29,1519700,83.33
2011-11-25,88.64,90.84,88.40,89.15,402300,82.28
2011-11-23,91.28,91.31,88.80,88.82,1014600,81.97
2011-11-22,92.47,93.18,91.58,92.13,764700,85.03
2011-11-21,93.56,93.98,92.43,92.50,1257100,85.37
2011-11-18,94.48,95.21,93.21,95.13,922500,87.80
2011-11-17,95.01,95.78,93.27,93.77,1226600,86.54
2011-11-16,95.53,96.91,95.15,95.29,738600,87.95
2011-11-15,95.47,96.98,94.81,96.39,582900,88.96
2011-11-14,97.49,97.49,95.13,95.60,850300,88.23
2011-11-11,96.79,98.22,96.00,98.09,793800,90.53
2011-11-10,97.01,97.01,94.51,95.39,1072700,88.04
2011-11-09,98.24,99.07,95.43,95.80,1424700,88.42
2011-11-08,99.05,100.64,97.61,100.45,807600,92.71
2011-11-07,98.57,99.83,97.46,98.90,632500,91.28
2011-11-04,98.58,99.06,97.08,98.81,886500,91.19
2011-11-03,99.05,99.80,96.87,99.40,1078600,91.74
2011-11-02,99.07,99.29,96.14,98.33,1473200,90.75
2011-11-01,96.74,98.77,95.63,97.18,2225300,89.69
2011-10-31,98.25,99.78,98.02,98.99,1728400,91.36
2011-10-28,98.50,100.08,98.04,99.84,1298300,92.15
2011-10-27,97.33,99.61,95.67,99.15,1625300,91.51
2011-10-26,91.36,94.86,90.14,94.11,1934500,86.86
2011-10-25,93.82,94.19,92.73,92.99,1053600,85.82
2011-10-24,92.86,95.19,92.54,94.98,1336500,87.66
2011-10-21,91.93,93.63,91.26,92.98,1410000,85.81
2011-10-20,91.09,91.09,88.48,90.85,1305800,83.85
2011-10-19,92.33,93.50,89.85,90.07,1660900,83.13
2011-10-18,90.75,93.21,90.29,92.64,1529700,85.50
2011-10-17,91.46,92.15,90.20,90.56,1174400,83.58
2011-10-14,90.99,92.74,90.69,92.34,1093500,85.22
2011-10-13,89.43,90.63,87.63,89.90,1319100,82.97
2011-10-12,89.54,91.39,88.68,89.92,1366400,82.99
2011-10-11,89.64,90.62,88.51,88.86,1606900,82.01
2011-10-10,87.00,90.59,87.00,90.53,1621600,83.55
2011-10-07,87.30,89.30,85.37,85.47,2239300,78.88
2011-10-06,85.13,87.80,84.00,87.70,1655000,80.94
2011-10-05,86.62,86.62,81.52,85.46,2597700,78.87
2011-10-04,83.13,86.85,82.32,86.54,2900000,79.87
2011-10-03,88.35,90.05,84.64,84.72,2607300,78.19
2011-09-30,91.29,92.72,89.02,89.10,2050200,82.23
2011-09-29,92.69,93.11,91.18,92.68,1664500,85.54
2011-09-28,93.08,93.41,90.63,90.81,1628200,83.81
2011-09-27,94.81,95.40,92.61,93.16,1761300,85.52
2011-09-26,93.03,93.31,90.52,93.00,1610700,85.37
2011-09-23,91.59,92.88,91.31,92.42,1773000,84.84
2011-09-22,92.58,93.18,91.14,92.55,2379500,84.96
2011-09-21,99.94,99.94,94.91,95.05,1755100,87.25
2011-09-20,99.82,101.10,99.45,99.61,1034900,91.44
2011-09-19,100.58,101.74,99.40,99.52,1257000,91.36
2011-09-16,102.84,103.92,101.52,102.50,1753700,94.09
2011-09-15,101.41,102.78,100.42,102.76,1283400,94.33
2011-09-14,100.53,101.21,98.27,100.56,1602000,92.31
2011-09-13,100.64,101.37,99.04,99.74,1991300,91.56
2011-09-12,99.05,100.49,98.31,100.45,1264000,92.21
2011-09-09,102.20,103.00,99.27,100.26,1278800,92.04
2011-09-08,103.84,104.72,103.13,103.55,1213200,95.06
2011-09-07,102.59,104.36,101.01,104.10,2091400,95.56
2011-09-06,98.37,102.69,98.35,101.77,1386600,93.42
2011-09-02,99.91,102.45,99.91,101.25,1035800,92.95
2011-09-01,104.32,104.51,102.06,102.44,963900,94.04
2011-08-31,103.90,104.58,102.67,104.29,1577100,95.74
2011-08-30,103.71,104.22,101.22,103.47,1062000,94.98
2011-08-29,101.85,103.73,101.12,103.64,1208800,95.14
2011-08-26,98.35,100.69,96.43,100.60,1068800,92.35
2011-08-25,101.41,103.03,98.69,99.53,1334400,91.37
2011-08-24,100.38,101.79,98.94,101.12,1723800,92.83
2011-08-23,98.10,100.35,97.51,100.31,1152500,92.08
2011-08-22,100.83,100.83,97.36,97.99,1523700,89.95
2011-08-19,99.02,101.58,98.50,98.78,1747900,90.68
2011-08-18,100.39,101.75,98.84,100.04,2152000,91.83
2011-08-17,102.96,104.67,102.62,104.09,1408800,95.55
2011-08-16,101.64,103.75,100.73,103.02,1406800,94.57
2011-08-15,100.76,103.50,100.63,103.26,1587400,94.79
2011-08-12,101.24,102.30,99.37,100.17,1421200,91.95
2011-08-11,96.73,102.21,95.32,100.31,2883800,92.08
2011-08-10,94.66,100.35,94.00,95.66,4294900,87.81
2011-08-09,90.65,97.16,89.36,97.12,3526700,89.15
2011-08-08,94.68,95.14,89.02,89.10,3011000,81.79
2011-08-05,99.70,100.27,95.25,96.91,2307000,88.96
2011-08-04,101.81,102.15,98.28,98.38,2007300,90.31
2011-08-03,103.28,103.43,100.25,103.12,1583600,94.66
2011-08-02,105.20,106.81,103.45,103.48,1787000,94.99
2011-08-01,108.77,108.98,105.17,105.96,1180800,97.27
2011-07-29,106.21,107.78,105.27,107.36,1091500,98.55
2011-07-28,107.21,107.96,105.78,107.21,1000700,98.42
2011-07-27,110.04,110.10,106.89,106.99,1318700,98.21
2011-07-26,111.08,111.13,109.65,110.37,916900,101.32
2011-07-25,111.12,111.65,110.38,110.92,929200,101.82
2011-07-22,112.57,112.78,111.79,112.27,832900,103.06
2011-07-21,111.55,112.84,111.14,112.36,896300,103.14
2011-07-20,111.28,111.46,110.05,110.66,839200,101.58
2011-07-19,108.96,111.00,108.96,110.99,955800,101.89
2011-07-18,108.90,109.17,107.11,108.10,859500,99.23
2011-07-15,108.44,109.51,107.70,109.46,784800,100.48
2011-07-14,109.01,109.20,107.17,107.97,1151200,99.11
2011-07-13,109.43,110.12,108.43,108.46,715800,99.56
2011-07-12,108.47,110.86,108.31,108.97,1019600,100.03
2011-07-11,109.47,109.88,108.38,108.59,763200,99.68
2011-07-08,110.10,110.84,109.55,110.75,693400,101.67
2011-07-07,111.54,111.94,110.84,111.48,936900,102.34
2011-07-06,109.56,110.91,108.83,110.62,964700,101.55
2011-07-05,107.83,110.24,107.12,109.76,1377600,100.76
2011-07-01,106.00,108.20,105.99,107.83,1025400,98.99
2011-06-30,105.95,106.50,105.17,106.16,939000,97.45
2011-06-29,104.95,105.81,104.40,105.71,847500,97.04
2011-06-28,103.99,104.44,102.97,104.30,990400,95.74
2011-06-27,102.82,104.02,102.50,103.86,1027700,94.88
2011-06-24,103.74,104.56,102.27,102.61,2529900,93.74
2011-06-23,105.47,105.77,102.71,103.67,1607300,94.71
2011-06-22,106.26,107.95,105.92,106.76,1028200,97.53
2011-06-21,106.72,106.91,105.70,106.73,1053900,97.50
2011-06-20,103.53,105.96,103.45,105.68,901000,96.54
2011-06-17,103.59,104.51,102.75,103.93,1958100,94.95
2011-06-16,101.34,102.82,100.73,102.74,1614200,93.86
2011-06-15,102.34,102.65,100.00,101.04,1197900,92.31
2011-06-14,102.61,103.47,102.33,103.15,1294000,94.23
2011-06-13,101.38,102.42,100.83,101.65,1227000,92.86
2011-06-10,103.60,103.65,100.50,101.19,1571600,92.44
2011-06-09,104.55,104.73,102.45,103.16,1083300,94.24
2011-06-08,104.45,105.74,104.18,104.43,1196700,95.40
2011-06-07,103.64,105.67,103.28,104.49,1126300,95.46
2011-06-06,104.37,105.02,102.95,103.21,1098100,94.29
2011-06-03,103.19,105.24,103.19,104.47,1229700,95.44
2011-06-02,104.47,106.00,104.47,104.49,1227900,95.46
2011-06-01,107.68,108.20,104.87,104.98,1393000,95.91
2011-05-31,107.01,108.35,106.62,108.35,1235600,98.98
2011-05-27,106.30,106.50,105.15,106.33,549000,97.14
2011-05-26,103.84,105.97,103.51,105.78,653600,96.64
2011-05-25,103.09,104.74,102.44,104.10,948400,95.10
2011-05-24,103.76,104.22,103.01,103.27,730300,94.34
2011-05-23,103.19,103.96,103.19,103.52,980200,94.57
2011-05-20,106.21,106.45,104.23,104.51,1132200,95.48
2011-05-19,106.18,106.77,105.71,106.29,818700,97.10
2011-05-18,104.65,105.86,104.02,105.71,610100,96.57
2011-05-17,104.17,104.73,103.61,104.41,735000,95.38
2011-05-16,102.85,105.14,102.73,104.59,1274400,95.55
2011-05-13,104.28,104.28,102.56,103.01,1008100,94.11
2011-05-12,104.12,104.32,103.33,104.00,1050900,95.01
2011-05-11,105.45,105.62,104.39,104.52,987500,95.49
2011-05-10,104.00,105.74,103.86,105.71,1120500,96.57
2011-05-09,103.33,104.25,102.96,103.94,663300,94.96
2011-05-06,104.97,105.00,102.88,103.33,1332000,94.40
2011-05-05,103.93,105.23,103.66,104.19,1008100,95.18
2011-05-04,103.77,105.09,103.05,104.51,1284700,95.48
2011-05-03,104.09,105.38,102.36,103.79,1109000,94.82
2011-05-02,105.19,105.33,103.47,104.10,1176800,95.10
2011-04-29,103.83,104.58,102.68,104.53,1500000,95.49
2011-04-28,101.81,104.19,101.62,103.78,1482200,94.81
2011-04-27,101.18,102.27,100.72,101.89,850400,93.08
2011-04-26,100.66,101.70,99.96,100.95,996700,92.22
2011-04-25,99.00,100.45,98.63,100.22,844500,91.56
2011-04-21,98.39,98.95,97.51,98.91,777100,90.36
2011-04-20,98.37,98.37,97.08,98.12,836400,89.64
2011-04-19,96.33,97.16,95.82,97.16,918100,88.76
2011-04-18,96.07,96.54,95.61,96.31,877500,87.98
2011-04-15,95.88,97.16,95.88,97.14,860100,88.74
2011-04-14,93.38,96.23,93.29,95.77,1119700,87.49
2011-04-13,94.73,95.10,93.75,94.06,729200,85.93
2011-04-12,94.35,95.11,94.19,94.44,950800,86.28
2011-04-11,94.25,94.92,94.22,94.77,607000,86.58
2011-04-08,95.41,95.48,93.70,93.91,760100,85.79
2011-04-07,95.84,96.05,94.49,94.85,1078800,86.65
2011-04-06,96.73,97.05,95.80,95.87,797300,87.58
2011-04-05,96.35,96.98,96.24,96.61,475600,88.26
2011-04-04,96.52,97.04,96.31,96.63,776400,88.28
2011-04-01,95.53,96.64,95.17,96.54,1567300,88.19
2011-03-31,93.80,94.95,93.57,94.85,776600,86.65
2011-03-30,93.82,94.12,93.30,93.94,1244100,85.82
2011-03-29,92.78,93.80,92.40,93.52,1759800,85.44
2011-03-28,93.00,93.72,92.88,93.20,1222600,84.69
2011-03-25,91.83,92.98,91.52,92.89,959000,84.41
2011-03-24,91.35,91.66,90.24,91.43,1097500,83.08
2011-03-23,92.01,92.26,90.01,91.00,863600,82.69
2011-03-22,92.52,92.96,91.87,92.20,884400,83.78
2011-03-21,92.56,93.06,91.93,92.38,847100,83.94
2011-03-18,92.91,93.13,91.48,91.52,1535500,83.16
2011-03-17,91.78,91.94,90.73,91.66,827200,83.29
2011-03-16,91.84,92.01,89.93,90.41,1227800,82.15
2011-03-15,89.89,93.03,89.82,91.96,1577100,83.56
2011-03-14,92.59,92.86,91.97,92.04,1035600,83.63
2011-03-11,91.21,93.48,91.07,93.23,951200,84.71
2011-03-10,92.27,93.02,91.44,91.57,1222400,83.21
2011-03-09,93.32,94.00,92.68,93.45,1004300,84.91
2011-03-08,92.55,93.82,92.55,93.37,983400,84.84
2011-03-07,93.06,93.56,91.80,92.34,588500,83.91
2011-03-04,93.74,94.04,92.23,92.73,770900,84.26
2011-03-03,93.62,94.05,93.24,94.02,1072000,85.43
2011-03-02,93.73,93.80,92.08,92.69,1127300,84.22
2011-03-01,96.10,96.15,93.40,93.65,1375300,85.10
2011-02-28,93.99,96.36,93.96,95.92,1542000,87.16
2011-02-25,93.12,94.01,93.04,93.73,1468900,85.17
2011-02-24,92.73,93.78,92.06,92.45,1108700,84.01
2011-02-23,94.13,94.53,92.52,93.00,1385500,84.51
2011-02-22,94.27,95.77,93.88,94.00,1392500,85.41
2011-02-18,94.25,95.27,94.14,94.99,933500,86.31
2011-02-17,95.02,95.05,94.39,94.51,804100,85.88
2011-02-16,95.91,96.59,94.85,95.21,792400,86.51
2011-02-15,94.83,96.27,94.52,95.47,938100,86.75
2011-02-14,95.90,96.22,94.56,95.37,653200,86.66
2011-02-11,95.10,96.34,95.06,95.90,1040700,87.14
2011-02-10,94.35,95.78,94.35,95.37,1146600,86.66
2011-02-09,94.32,95.00,94.18,94.75,1073900,86.10
2011-02-08,94.76,95.53,94.57,94.87,1196100,86.20
2011-02-07,93.76,94.92,93.32,94.69,1201400,86.04
2011-02-04,93.87,94.13,92.93,93.34,1047500,84.81
2011-02-03,93.40,94.21,92.88,93.98,816700,85.40
2011-02-02,93.48,94.26,93.18,93.41,957200,84.88
2011-02-01,94.92,95.12,93.12,93.77,1105300,85.20
2011-01-31,93.03,94.94,93.03,94.37,987200,85.75
2011-01-28,93.61,94.26,92.44,92.71,1117600,84.24
2011-01-27,92.99,93.76,92.66,93.72,1216600,85.16
2011-01-26,93.62,93.80,91.75,92.33,1157300,83.90
2011-01-25,90.11,91.29,89.83,91.26,1150500,82.92
2011-01-24,90.33,91.29,89.95,90.52,1068500,82.25
2011-01-21,89.99,90.29,89.28,90.29,1188800,82.04
2011-01-20,89.55,90.77,89.47,89.95,1464500,81.73
2011-01-19,90.41,90.70,89.39,89.63,1517600,81.44
2011-01-18,89.23,90.97,89.16,90.58,1386400,82.31
2011-01-14,87.43,89.50,87.21,89.47,1646500,81.30
2011-01-13,86.60,87.43,86.21,87.21,991100,79.24
2011-01-12,85.02,86.63,85.01,86.46,1344200,78.56
2011-01-11,84.82,85.54,84.12,84.66,941800,76.93
2011-01-10,84.57,85.09,83.90,84.68,1387300,76.95
2011-01-07,86.11,86.73,84.21,84.93,1702500,77.17
2011-01-06,87.10,87.36,85.64,85.87,1562400,78.03
2011-01-05,86.18,87.42,85.94,87.08,1074800,79.13
2011-01-04,89.47,89.58,86.20,86.50,1907300,78.60
2011-01-03,86.86,89.32,86.84,89.18,1505500,81.03
2010-12-31,86.53,86.98,86.03,86.10,745900,78.24
2010-12-30,86.59,86.85,86.40,86.53,548300,78.63
2010-12-29,86.80,86.80,85.83,86.51,698700,78.61
2010-12-28,86.59,87.00,86.02,86.89,509700,78.50
2010-12-27,85.23,86.60,84.94,86.59,331100,78.23
2010-12-23,85.45,86.12,85.37,85.41,513500,77.16
2010-12-22,85.15,86.18,84.74,85.56,675100,77.30
2010-12-21,84.56,84.86,83.82,84.74,995500,76.56
2010-12-20,83.56,84.38,83.32,84.19,798800,76.06
2010-12-17,82.07,83.25,81.78,83.12,1747400,75.09
2010-12-16,82.04,82.52,81.11,82.06,792700,74.14
2010-12-15,82.50,83.14,81.90,81.95,1139100,74.04
2010-12-14,83.94,84.10,82.15,82.66,1069500,74.68
2010-12-13,83.58,84.45,83.26,84.05,737200,75.93
2010-12-10,82.77,83.43,82.51,83.37,799200,75.32
2010-12-09,85.19,85.39,82.65,82.70,1391300,74.71
2010-12-08,86.41,86.48,84.03,84.51,1180800,76.35
2010-12-07,87.33,87.33,86.10,86.41,717100,78.07
2010-12-06,85.95,86.81,85.08,86.41,739600,78.07
2010-12-03,85.68,86.37,85.30,86.19,580600,77.87
2010-12-02,84.92,86.32,84.68,86.12,905400,77.80
2010-12-01,85.10,85.22,84.03,84.91,909000,76.71
2010-11-30,83.20,84.50,83.01,83.80,1265400,75.71
2010-11-29,83.67,84.45,82.60,84.19,727800,76.06
2010-11-26,84.26,84.72,83.99,84.33,375000,76.19
2010-11-24,84.13,85.12,83.85,84.96,847100,76.76
2010-11-23,83.07,83.84,82.81,83.47,912800,75.41
2010-11-22,83.67,84.59,83.42,84.06,768900,75.94
2010-11-19,83.52,84.30,82.82,84.12,937800,76.00
2010-11-18,83.92,84.19,83.25,83.53,1479600,75.46
2010-11-17,81.84,82.48,81.39,82.26,1007900,74.32
2010-11-16,83.28,83.71,81.02,81.56,1500900,73.68
2010-11-15,85.04,85.81,83.69,83.77,919200,75.68
2010-11-12,84.45,85.31,83.94,84.70,887300,76.52
2010-11-11,85.47,86.62,85.05,85.07,850800,76.85
2010-11-10,85.52,86.50,85.37,86.32,958700,77.98
2010-11-09,89.03,89.03,84.76,85.37,2146800,77.13
2010-11-08,89.77,90.20,88.98,89.33,750900,80.70
2010-11-05,88.63,90.51,88.40,90.15,1118800,81.44
2010-11-04,88.48,88.78,87.74,88.64,1228300,80.08
2010-11-03,87.47,87.88,86.80,87.35,869500,78.91
2010-11-02,87.28,87.50,86.53,87.40,810700,78.96
2010-11-01,86.59,86.93,85.85,86.32,1014100,77.98
2010-10-29,85.88,86.36,85.73,86.19,1153200,77.87
2010-10-28,87.91,88.06,86.05,86.25,1121500,77.92
2010-10-27,88.62,89.23,86.69,87.34,1888500,78.91
2010-10-26,90.19,90.23,89.18,89.87,1022900,81.19
2010-10-25,91.18,91.45,90.48,90.73,853800,81.97
2010-10-22,90.21,91.04,89.56,90.50,881500,81.76
2010-10-21,90.11,91.23,89.47,90.14,873300,81.43
2010-10-20,88.16,90.88,87.96,89.89,1674500,81.21
2010-10-19,87.50,88.99,87.11,87.81,1583200,79.33
2010-10-18,86.53,88.46,86.20,88.45,1436200,79.91
2010-10-15,87.60,87.99,86.62,86.96,940000,78.56
2010-10-14,86.50,87.34,86.27,87.17,1019600,78.75
2010-10-13,86.35,87.54,86.02,86.83,1258100,78.44
2010-10-12,84.72,85.99,84.36,85.85,797800,77.56
2010-10-11,84.86,85.41,84.63,85.07,635600,76.85
2010-10-08,85.04,85.18,84.20,84.86,1018500,76.66
2010-10-07,85.20,85.68,84.61,84.99,704800,76.78
2010-10-06,84.70,85.00,84.05,84.81,974100,76.62
2010-10-05,84.47,85.21,83.62,85.08,1298000,76.86
2010-10-04,83.57,84.03,82.90,83.57,1006500,75.50
2010-10-01,83.90,83.99,82.71,83.64,1213500,75.56
2010-09-30,83.95,84.95,82.63,83.12,1829400,75.09
2010-09-29,84.69,84.81,83.12,83.48,1078500,75.42
2010-09-28,84.95,85.21,83.23,84.96,1228100,76.76
2010-09-27,85.73,85.84,84.46,85.03,892500,76.37
2010-09-24,85.00,86.03,84.83,85.78,1389700,77.04
2010-09-23,85.50,85.92,83.70,83.98,1690400,75.42
2010-09-22,87.78,88.24,86.07,86.54,1368900,77.72
2010-09-21,88.01,89.26,87.90,88.01,1561400,79.04
2010-09-20,87.67,89.25,87.25,88.88,1141200,79.82
2010-09-17,87.06,87.37,86.41,87.10,873800,78.23
2010-09-16,87.19,87.42,86.33,86.77,615900,77.93
2010-09-15,86.05,87.55,85.51,87.50,871500,78.59
2010-09-14,85.87,86.89,85.31,86.40,858600,77.60
2010-09-13,85.89,86.32,85.49,86.26,1188400,77.47
2010-09-10,85.41,86.10,84.71,85.20,1251500,76.52
2010-09-09,88.15,88.16,84.97,85.10,1458400,76.43
2010-09-08,85.89,87.04,85.86,86.80,1094200,77.96
2010-09-07,87.09,87.57,86.45,86.52,992300,77.70
2010-09-03,87.54,88.37,86.67,87.85,1508900,78.90
2010-09-02,84.65,86.54,84.61,86.42,1922200,77.62
2010-09-01,82.80,84.79,82.19,84.47,1622800,75.86
2010-08-31,81.00,81.93,80.42,81.40,1189500,73.11
2010-08-30,81.28,82.17,81.03,81.06,879900,72.80
2010-08-27,81.34,82.21,79.38,81.72,1343700,73.39
2010-08-26,81.88,82.06,80.48,80.65,1288000,72.43
2010-08-25,79.44,81.73,79.21,81.39,950700,73.10
2010-08-24,80.98,80.98,79.64,79.94,1524200,71.80
2010-08-23,81.57,82.36,81.42,81.53,1024400,73.22
2010-08-20,80.53,81.45,80.28,81.23,815300,72.95
2010-08-19,82.74,82.83,80.53,81.24,1522800,72.96
2010-08-18,83.78,84.00,82.72,83.17,1149000,74.70
2010-08-17,81.78,84.38,81.37,83.65,1426900,75.13
2010-08-16,80.57,81.61,80.00,81.04,976800,72.78
2010-08-13,81.10,82.00,80.99,81.02,1280800,72.77
2010-08-12,81.45,82.86,81.28,81.32,1300400,73.03
2010-08-11,83.20,84.16,82.34,82.86,1387600,74.42
2010-08-10,85.35,85.61,83.79,84.59,1115200,75.97
2010-08-09,85.04,86.08,84.45,85.87,959800,77.12
2010-08-06,84.46,84.89,83.26,84.73,890100,76.10
2010-08-05,84.99,85.70,84.48,84.89,1201900,76.24
2010-08-04,84.25,85.92,84.00,85.65,1650600,76.92
2010-08-03,84.72,84.72,83.18,84.11,1732800,75.54
2010-08-02,83.76,85.66,82.99,85.08,2529600,76.41
2010-07-30,80.14,82.36,79.94,81.90,1631400,73.56
2010-07-29,82.18,82.18,80.27,81.10,1557100,72.84
2010-07-28,81.26,82.56,80.86,81.54,1227700,73.23
2010-07-27,82.00,82.50,80.37,81.63,1371200,73.31
2010-07-26,80.14,81.86,79.46,81.75,1161900,73.42
2010-07-23,78.84,80.10,77.62,79.97,1399400,71.82
2010-07-22,77.13,79.78,76.53,79.14,1709800,71.08
2010-07-21,78.37,78.50,75.74,76.08,1351800,68.33
2010-07-20,75.00,78.04,74.68,77.97,1828300,70.03
2010-07-19,74.75,76.68,73.93,76.25,1497700,68.48
2010-07-16,76.41,76.95,74.03,74.71,1791200,67.10
2010-07-15,77.15,77.50,75.35,77.31,953700,69.43
2010-07-14,76.58,77.62,75.93,77.01,964000,69.16
2010-07-13,76.53,77.66,76.07,77.38,1355700,69.50
2010-07-12,75.17,75.75,74.15,75.51,866800,67.82
2010-07-09,73.89,75.29,73.68,75.23,1261600,67.57
2010-07-08,73.70,74.37,72.33,73.85,1553400,66.33
2010-07-07,69.42,72.84,69.08,72.77,2130000,65.36
2010-07-06,71.27,72.08,68.47,69.08,2404800,62.04
2010-07-02,71.60,71.85,69.50,69.70,1242000,62.60
2010-07-01,71.56,71.93,69.84,71.25,1592600,63.99
2010-06-30,72.06,73.49,71.07,71.34,1630200,64.07
2010-06-29,73.60,73.93,71.82,72.34,2258700,64.97
2010-06-28,76.21,76.44,74.49,74.65,1242200,67.04
2010-06-25,74.78,76.99,74.37,76.74,1671100,68.47
2010-06-24,76.05,76.36,74.12,74.24,1656200,66.24
2010-06-23,76.50,77.51,75.42,76.53,1348900,68.28
2010-06-22,79.72,79.77,76.27,76.36,1758200,68.13
2010-06-21,81.08,81.80,79.22,79.39,1286700,70.84
2010-06-18,80.25,80.42,79.66,80.09,1613900,71.46
2010-06-17,80.60,80.79,79.54,79.97,1635000,71.35
2010-06-16,80.49,81.12,79.87,80.45,1384700,71.78
2010-06-15,79.75,81.23,79.04,81.08,1655900,72.34
2010-06-14,79.81,80.52,78.45,79.26,1852500,70.72
2010-06-11,77.16,79.10,77.14,79.02,1541000,70.51
2010-06-10,75.80,78.47,75.35,78.19,2181700,69.77
2010-06-09,74.46,76.45,74.18,74.62,2039300,66.58
2010-06-08,72.27,74.05,70.91,73.80,1986700,65.85
2010-06-07,72.34,73.95,71.84,72.12,1998500,64.35
2010-06-04,73.60,74.76,71.52,71.81,2811500,64.07
2010-06-03,76.53,76.55,75.04,75.66,1913700,67.51
2010-06-02,76.31,76.46,74.44,76.18,2739500,67.97
2010-06-01,76.15,77.75,75.67,75.91,1714800,67.73
2010-05-28,77.90,78.24,76.19,76.68,1752700,68.42
2010-05-27,75.55,78.23,74.90,78.12,1833500,69.70
2010-05-26,75.67,76.72,73.52,73.84,1769200,65.88
2010-05-25,71.69,74.89,70.94,74.83,2491100,66.77
2010-05-24,75.62,75.95,73.61,73.63,1332300,65.70
2010-05-21,71.31,75.60,71.31,75.50,2679900,67.37
2010-05-20,74.36,75.11,72.67,72.72,2579000,64.89
2010-05-19,76.18,77.86,74.18,76.05,1869400,67.86
2010-05-18,79.45,79.97,76.21,76.57,1737700,68.32
2010-05-17,78.71,79.84,76.04,78.45,1628900,70.00
2010-05-14,79.79,80.27,77.37,78.20,2042500,69.78
