Date,Open,High,Low,Close,Volume,Adj Close
2013-09-25,80.68,81.16,80.08,80.21,5174300,79.11
2013-09-24,80.96,81.23,80.46,80.54,5686200,79.43
2013-09-23,81.56,81.58,80.95,81.02,5384600,79.91
2013-09-20,82.00,82.00,81.48,81.74,5330500,80.62
2013-09-19,82.88,82.94,81.34,81.82,5351700,80.69
2013-09-18,81.69,82.93,81.25,82.88,4916800,81.74
2013-09-17,81.01,81.84,80.97,81.66,4139300,80.54
2013-09-16,80.79,81.22,80.61,81.02,4083900,79.91
2013-09-13,80.10,80.40,79.90,80.32,3416100,79.22
2013-09-12,79.97,80.05,79.56,79.87,3322300,78.77
2013-09-11,79.47,79.90,79.14,79.85,4437900,78.75
2013-09-10,79.76,79.80,79.03,79.43,4682500,78.34
2013-09-09,79.25,79.48,78.79,79.38,3757100,78.29
2013-09-06,79.11,79.68,78.32,79.26,4443600,78.17
2013-09-05,79.53,79.71,78.80,79.07,4025500,77.98
2013-09-04,79.71,79.71,79.00,79.53,5335000,78.44
2013-09-03,80.48,80.79,80.04,80.20,5966600,78.54
2013-08-30,79.42,79.84,79.23,79.73,4362700,78.08
2013-08-29,79.25,79.74,79.05,79.33,5617000,77.68
2013-08-28,78.96,79.68,78.94,79.37,5057400,77.72
2013-08-27,79.19,79.39,78.61,79.06,5179700,77.42
2013-08-26,79.97,80.10,79.67,79.69,4079000,78.04
2013-08-23,79.52,79.98,79.27,79.85,3026900,78.19
2013-08-22,78.99,79.69,78.71,79.25,3821500,77.61
2013-08-21,80.06,80.16,79.01,79.08,5453900,77.44
2013-08-20,80.96,80.96,80.26,80.29,3452900,78.62
2013-08-19,80.11,81.05,79.82,80.88,4945100,79.20
2013-08-16,80.60,80.75,79.94,80.18,6032400,78.52
2013-08-15,82.24,82.28,80.83,80.91,5350200,79.23
2013-08-14,83.34,83.54,82.73,82.75,3080600,81.03
2013-08-13,83.91,84.10,83.26,83.39,2953000,81.66
2013-08-12,83.93,84.03,83.53,83.81,2868600,82.07
2013-08-09,84.68,84.77,84.18,84.34,3753900,82.59
2013-08-08,84.98,85.09,84.44,84.68,2707900,82.92
2013-08-07,84.93,84.99,84.36,84.76,3832600,83.00
2013-08-06,84.44,85.43,84.12,85.05,3837800,83.29
2013-08-05,84.34,84.64,83.77,84.48,3590200,82.73
2013-08-02,84.00,84.34,83.40,84.29,4442800,82.54
2013-08-01,84.04,84.40,83.87,84.20,5790900,82.45
2013-07-31,85.29,85.66,83.43,83.54,8016500,81.81
2013-07-30,85.57,85.99,85.11,85.11,4354700,83.34
2013-07-29,85.26,85.60,84.96,85.25,3406300,83.48
2013-07-26,84.85,85.34,84.36,85.31,4189800,83.54
2013-07-25,85.64,85.80,85.28,85.55,5084900,83.78
2013-07-24,86.70,86.70,85.64,85.64,5939800,83.86
2013-07-23,86.37,86.43,85.97,86.20,6321200,84.41
2013-07-22,86.19,86.94,86.03,86.40,4780500,84.61
2013-07-19,86.34,86.84,85.87,86.41,6146200,84.62
2013-07-18,85.33,87.06,85.30,86.80,9202600,85.00
2013-07-17,84.05,85.51,83.93,85.24,7280100,83.47
2013-07-16,83.93,84.30,83.31,84.02,4480500,82.28
2013-07-15,84.43,84.92,84.33,84.72,4215000,82.96
2013-07-12,84.05,84.52,83.84,84.32,4349300,82.57
2013-07-11,83.65,84.63,83.65,84.55,4746500,82.80
2013-07-10,82.77,83.42,82.67,82.99,5654100,81.27
2013-07-09,82.21,82.87,81.96,82.77,3834500,81.05
2013-07-08,81.32,81.84,81.07,81.78,3749900,80.08
2013-07-05,81.10,81.28,80.29,80.80,3343200,79.12
2013-07-03,81.44,81.44,80.32,80.73,3862500,79.06
2013-07-02,81.94,82.23,81.32,81.68,5056000,79.99
2013-07-01,81.96,82.50,81.76,82.04,3804900,80.34
2013-06-28,81.97,82.27,81.60,81.79,5996000,80.09
2013-06-27,81.77,82.54,81.52,81.74,4464300,80.04
2013-06-26,80.62,81.57,80.62,81.30,4519100,79.61
2013-06-25,80.42,80.55,79.67,80.04,5929200,78.38
2013-06-24,78.68,80.75,78.20,80.13,6787400,78.47
2013-06-21,79.56,80.42,79.22,80.13,9417000,78.47
2013-06-20,80.48,80.88,78.77,78.91,7031200,77.27
2013-06-19,82.26,82.67,80.89,80.89,5487200,79.21
2013-06-18,82.37,82.69,82.00,82.57,3355200,80.86
2013-06-17,82.59,82.93,82.09,82.55,4655200,80.84
2013-06-14,82.00,83.00,81.99,82.13,4034300,80.43
2013-06-13,82.06,82.24,81.25,81.98,5410700,80.28
2013-06-12,82.81,83.19,82.04,82.11,4277900,80.41
2013-06-11,82.38,82.81,81.82,82.53,6505000,80.82
2013-06-10,82.60,83.06,82.11,82.85,5036600,81.13
2013-06-07,81.98,82.51,81.49,82.51,6448200,80.80
2013-06-06,81.19,81.66,80.71,81.66,6031600,79.97
2013-06-05,80.89,81.53,80.72,81.20,6998200,79.52
2013-06-04,81.65,82.06,81.02,81.63,4543000,79.38
2013-06-03,80.67,81.49,79.73,81.40,5758100,79.16
2013-05-31,81.02,81.61,80.72,80.77,7813300,78.54
2013-05-30,81.14,81.49,80.70,81.22,4959800,78.98
2013-05-29,82.23,82.23,80.92,81.12,4346000,78.88
2013-05-28,83.09,83.48,82.17,82.43,4052500,80.16
2013-05-24,81.81,82.78,81.55,82.58,3579600,80.30
2013-05-23,82.30,82.73,81.51,82.12,4687000,79.86
2013-05-22,82.59,84.27,82.58,82.97,5239900,80.68
2013-05-21,82.63,82.93,82.12,82.63,3982600,80.35
2013-05-20,83.79,83.84,82.47,82.59,3958200,80.31
2013-05-17,83.91,84.04,83.11,83.80,4505200,81.49
2013-05-16,84.04,84.78,83.67,83.74,4496300,81.43
2013-05-15,83.38,84.45,83.24,84.25,4087900,81.93
2013-05-14,83.06,83.52,82.92,83.50,4538500,81.20
2013-05-13,82.72,83.35,82.52,83.03,3010600,80.74
2013-05-10,82.98,83.25,82.58,83.00,3161800,80.71
2013-05-09,83.35,83.58,82.60,82.85,3711900,80.57
2013-05-08,83.30,83.65,82.81,83.25,4110700,80.96
2013-05-07,82.59,83.34,82.37,83.34,3706700,81.04
2013-05-06,82.70,82.70,82.22,82.50,3032100,80.23
2013-05-03,82.96,83.25,82.46,82.83,4777200,80.55
2013-05-02,82.14,82.93,82.08,82.56,2727000,80.29
2013-05-01,82.36,82.84,82.08,82.21,3532100,79.94
2013-04-30,82.41,82.64,82.02,82.47,4116100,80.20
2013-04-29,82.51,82.92,82.42,82.65,2849600,80.37
2013-04-26,82.71,82.99,82.30,82.51,3076000,80.24
2013-04-25,82.41,83.09,82.18,82.82,5602800,80.54
2013-04-24,84.06,84.29,82.22,82.34,6398300,80.07
2013-04-23,83.67,84.32,83.50,84.10,6670800,81.78
2013-04-22,82.29,83.63,82.05,83.38,6664800,81.08
2013-04-19,82.01,83.27,81.87,82.77,8368300,80.49
2013-04-18,80.21,83.45,80.11,81.25,18895600,79.01
2013-04-17,79.74,80.15,78.77,78.85,7532300,76.68
2013-04-16,79.23,80.03,79.09,80.00,5148600,77.80
2013-04-15,79.53,80.02,78.91,78.92,5356600,76.75
2013-04-12,78.93,80.04,78.74,79.99,5540000,77.79
2013-04-11,80.03,80.48,79.80,79.96,5389900,77.76
2013-04-10,79.43,80.10,79.26,80.06,3540200,77.85
2013-04-09,79.60,79.72,79.15,79.21,3921900,77.03
2013-04-08,78.57,79.51,78.25,79.50,3726400,77.31
2013-04-05,78.95,79.08,78.40,78.59,4244000,76.42
2013-04-04,78.30,79.57,78.30,79.53,5299000,77.34
2013-04-03,79.87,79.88,78.80,78.96,3895400,76.78
2013-04-02,79.35,79.88,79.27,79.74,4034100,77.54
2013-04-01,78.76,79.23,78.76,79.10,3639000,76.92
2013-03-28,78.50,79.13,78.07,79.11,5338100,76.93
2013-03-27,78.50,78.65,77.91,78.29,3601600,76.13
2013-03-26,77.90,78.94,77.79,78.92,5183700,76.75
2013-03-25,78.61,78.64,77.60,77.83,6873800,75.69
2013-03-22,76.74,79.27,76.66,78.64,14228500,76.47
2013-03-21,76.29,76.75,76.00,76.15,3998200,74.05
2013-03-20,76.95,77.07,76.07,76.32,7579800,74.22
2013-03-19,76.78,76.95,76.50,76.67,5040200,74.56
2013-03-18,76.66,76.99,76.60,76.68,4176900,74.57
2013-03-15,76.85,77.15,76.70,77.04,6650900,74.92
2013-03-14,77.06,77.22,76.86,77.19,4149900,75.06
2013-03-13,76.89,77.10,76.65,76.95,3544000,74.83
2013-03-12,76.83,77.18,76.69,76.89,4608300,74.77
2013-03-11,77.12,77.39,76.79,76.85,4023100,74.73
2013-03-08,77.16,77.41,76.65,77.20,4297000,75.07
2013-03-07,76.76,77.17,76.67,77.14,4461600,75.01
2013-03-06,77.00,77.09,76.62,76.80,3940800,74.68
2013-03-05,76.84,77.07,76.49,76.90,7424800,74.78
2013-03-04,75.78,76.62,75.54,76.60,5558800,74.49
2013-03-01,75.55,75.95,75.37,75.93,4282100,73.84
2013-02-28,75.44,75.95,75.44,75.77,6007400,73.68
2013-02-27,75.10,75.59,74.53,75.48,4655800,73.40
2013-02-26,75.40,75.77,75.00,75.62,6176900,73.01
2013-02-25,75.68,76.33,75.09,75.19,7600400,72.60
2013-02-22,75.42,75.58,75.14,75.57,4971300,72.97
2013-02-21,75.27,75.44,74.72,75.36,5645200,72.76
2013-02-20,75.29,75.86,75.29,75.42,7637900,72.82
2013-02-19,73.75,75.59,73.48,75.50,10825700,72.90
2013-02-15,72.49,73.72,72.47,73.68,9345800,71.14
2013-02-14,72.12,73.20,71.50,72.28,8160800,69.79
2013-02-13,72.24,72.37,70.98,71.50,12029800,69.04
2013-02-12,72.42,72.45,72.06,72.17,6398000,69.68
2013-02-11,72.50,72.64,72.20,72.36,3744000,69.87
2013-02-08,72.76,72.87,72.47,72.60,3721400,70.10
2013-02-07,72.82,73.03,72.46,72.81,4146400,70.30
2013-02-06,72.91,73.12,72.74,72.77,4782800,70.26
2013-02-05,72.63,73.16,72.63,73.15,5558500,70.63
2013-02-04,72.48,72.67,72.40,72.45,5449500,69.95
2013-02-01,73.08,73.11,72.57,72.67,5964900,70.17
2013-01-31,73.36,73.37,72.68,72.85,5677900,70.34
2013-01-30,72.87,73.46,72.84,73.21,5179600,70.69
2013-01-29,72.46,72.95,72.46,72.94,6654600,70.43
2013-01-28,72.41,72.67,72.30,72.61,3741000,70.11
2013-01-25,72.40,72.55,72.23,72.49,4153600,69.99
2013-01-24,71.91,72.38,71.91,72.23,5136300,69.74
2013-01-23,72.08,72.29,71.74,71.81,4812000,69.34
2013-01-22,72.39,72.45,72.02,72.20,7042200,69.71
2013-01-18,72.22,72.54,72.13,72.48,7741200,69.98
2013-01-17,71.64,72.47,71.30,72.43,7495700,69.93
2013-01-16,71.33,71.80,71.26,71.48,5001000,69.02
2013-01-15,71.17,71.74,70.87,71.60,5546100,69.13
2013-01-14,70.89,71.42,70.77,71.29,5631800,68.83
2013-01-11,70.72,70.89,70.56,70.88,4668900,68.44
2013-01-10,70.19,70.92,70.16,70.81,6923200,68.37
2013-01-09,69.95,70.04,69.57,70.01,6280900,67.60
2013-01-08,69.25,69.70,69.25,69.66,5072500,67.26
2013-01-07,69.53,69.69,69.16,69.45,5658400,67.06
2013-01-04,69.29,69.63,69.10,69.46,4512300,67.07
2013-01-03,69.28,69.48,69.05,69.36,5200100,66.97
2013-01-02,69.18,69.48,68.64,69.33,8055900,66.94
2012-12-31,67.78,68.45,67.39,68.43,5899600,66.07
2012-12-28,68.34,68.69,68.01,68.02,3764500,65.68
2012-12-27,68.75,68.93,68.18,68.67,4748100,66.30
2012-12-26,69.41,69.43,68.58,68.84,3731400,66.47
2012-12-24,69.33,69.60,69.01,69.43,2071300,67.04
2012-12-21,69.98,70.09,69.23,69.63,8748000,67.23
2012-12-20,70.03,70.25,69.67,70.11,6478200,67.69
2012-12-19,70.55,70.65,69.85,69.88,6275900,67.47
2012-12-18,70.27,70.77,70.00,70.53,5549700,68.10
2012-12-17,70.26,70.58,70.10,70.37,5934100,67.95
2012-12-14,70.10,70.45,70.01,70.16,5068300,67.74
2012-12-13,70.32,70.46,70.10,70.21,4325200,67.79
2012-12-12,70.50,70.75,70.16,70.24,4483400,67.82
2012-12-11,70.21,70.89,70.09,70.42,5840800,67.99
2012-12-10,70.02,70.33,70.00,70.21,4124000,67.79
2012-12-07,70.06,70.27,69.85,70.26,3891300,67.84
2012-12-06,69.81,70.02,69.75,70.02,4086200,67.61
2012-12-05,69.50,70.09,69.30,69.71,4841900,67.31
2012-12-04,69.84,70.02,69.65,69.86,3644900,66.93
2012-12-03,70.32,70.41,69.80,69.87,4769200,66.94
2012-11-30,70.31,70.35,69.74,70.21,6664600,67.27
2012-11-29,70.39,70.64,70.17,70.31,4284700,67.37
2012-11-28,69.91,70.59,69.81,70.35,4434100,67.40
2012-11-27,69.92,70.42,69.69,70.11,4794900,67.17
2012-11-26,69.79,70.05,69.60,70.00,3855800,67.07
2012-11-23,69.50,70.36,69.50,70.19,3427900,67.25
2012-11-21,68.98,69.40,68.68,69.31,4106000,66.41
2012-11-20,68.60,68.93,68.32,68.91,5457000,66.02
2012-11-19,68.57,68.80,68.16,68.78,5512100,65.90
2012-11-16,68.02,68.50,67.79,68.31,5178400,65.45
2012-11-15,68.12,68.31,67.72,68.19,4668900,65.33
2012-11-14,68.56,68.71,68.04,68.17,4711100,65.31
2012-11-13,68.72,69.17,68.51,68.58,3791000,65.71
2012-11-12,68.78,68.97,68.57,68.61,3906400,65.74
2012-11-09,68.63,69.15,68.56,68.85,5598700,65.97
2012-11-08,68.89,69.30,68.60,68.79,5531800,65.91
2012-11-07,69.17,69.40,68.54,68.99,5913100,66.10
2012-11-06,69.03,69.61,68.76,69.35,4800300,66.45
2012-11-05,68.57,69.08,68.32,69.00,4759100,66.11
2012-11-02,69.69,69.77,68.93,69.05,4352400,66.16
2012-11-01,69.25,69.67,69.12,69.44,4420100,66.53
2012-10-31,69.17,69.68,68.97,69.24,5490500,66.34
2012-10-26,69.13,69.19,68.68,68.98,5200000,66.09
2012-10-25,68.64,69.09,68.53,68.89,4805600,66.00
2012-10-24,68.56,69.03,68.23,68.40,5619700,65.54
2012-10-23,69.17,69.26,68.36,68.52,5692900,65.65
2012-10-22,69.68,69.88,69.01,69.60,5820400,66.69
2012-10-19,70.62,70.90,69.61,69.88,9572400,66.95
2012-10-18,70.13,70.91,70.08,70.76,8081400,67.80
2012-10-17,70.23,70.93,69.95,70.10,9153200,67.16
2012-10-16,70.50,70.89,70.24,70.30,5802400,67.36
2012-10-15,70.04,70.39,69.75,70.34,4700700,67.39
2012-10-12,70.10,70.67,69.94,70.05,6158600,67.12
2012-10-11,70.75,70.84,69.82,69.82,5258200,66.90
2012-10-10,71.18,71.37,70.09,70.29,5150900,67.35
2012-10-09,71.19,71.47,71.08,71.11,4673200,68.13
2012-10-08,71.00,71.41,70.86,71.19,3023600,68.21
2012-10-05,71.11,71.39,70.90,71.10,5491700,68.12
2012-10-04,70.78,71.06,70.70,70.87,4630500,67.90
2012-10-03,70.78,70.96,70.49,70.70,4276000,67.74
2012-10-02,70.85,71.06,70.25,70.62,4219000,67.66
2012-10-01,70.70,71.23,70.53,70.65,4794000,67.69
2012-09-28,70.62,70.80,70.35,70.77,5021800,67.81
2012-09-27,70.48,70.84,70.28,70.64,3373400,67.68
2012-09-26,70.63,70.99,70.41,70.42,3758200,67.47
2012-09-25,70.94,71.03,70.26,70.35,5642400,67.40
2012-09-24,70.57,70.87,70.41,70.70,4526800,67.74
2012-09-21,71.50,71.50,70.47,70.55,8268300,67.60
2012-09-20,70.79,71.58,70.76,71.24,4790100,68.26
2012-09-19,70.84,71.18,70.50,70.85,4902500,67.88
2012-09-18,70.39,70.91,70.32,70.73,4725400,67.77
2012-09-17,70.44,70.86,70.22,70.39,6596600,67.44
2012-09-14,70.91,71.03,70.26,70.46,7448100,67.51
2012-09-13,70.27,71.07,70.00,70.88,8461200,67.91
2012-09-12,71.52,71.72,69.96,70.06,10485400,67.13
2012-09-11,71.78,71.98,71.46,71.58,4270400,68.58
2012-09-10,72.00,72.09,71.76,71.84,3953300,68.83
2012-09-07,72.15,72.50,72.00,72.10,4609200,69.08
2012-09-06,71.86,72.34,71.82,72.15,5226400,69.13
2012-09-05,71.85,72.09,71.36,71.54,5277300,68.54
2012-09-04,72.55,72.68,71.97,72.48,4925900,68.93
2012-08-31,72.44,72.76,72.19,72.43,5234100,68.88
2012-08-30,72.51,72.58,72.08,72.18,3881300,68.64
2012-08-29,73.03,73.24,72.73,72.78,3770500,69.21
2012-08-28,73.02,73.35,72.90,73.12,4387400,69.54
2012-08-27,73.01,73.66,72.93,73.17,3472200,69.59
2012-08-24,72.66,73.26,72.58,73.06,3989900,69.48
2012-08-23,72.95,72.99,72.50,72.66,3832100,69.10
2012-08-22,72.76,73.08,72.46,72.89,4331800,69.32
2012-08-21,73.30,73.48,73.00,73.01,3917900,69.43
2012-08-20,73.27,73.49,72.88,73.33,3356800,69.74
2012-08-17,73.57,73.65,73.12,73.39,6204700,69.79
2012-08-16,72.44,73.61,72.40,73.58,8715500,69.98
2012-08-15,72.01,72.68,71.88,72.62,6502100,69.06
2012-08-14,72.14,72.30,71.67,72.24,6920700,68.70
2012-08-13,71.91,72.16,71.78,71.99,3949000,68.46
2012-08-10,72.01,72.16,71.69,72.13,3590200,68.60
2012-08-09,72.42,72.50,71.96,72.14,3992700,68.61
2012-08-08,72.09,72.70,72.05,72.57,3521400,69.01
2012-08-07,72.63,72.76,72.20,72.29,4924900,68.75
2012-08-06,72.86,72.95,72.46,72.48,4092200,68.93
2012-08-03,72.47,72.90,72.19,72.87,5431800,69.30
2012-08-02,72.11,72.26,71.45,71.80,6331400,68.28
2012-08-01,72.79,72.91,71.09,72.40,13038300,68.85
2012-07-31,72.31,72.85,72.25,72.73,6838800,69.17
2012-07-30,71.95,72.94,71.85,72.75,6198600,69.19
2012-07-27,70.59,72.43,70.51,72.26,10795700,68.72
2012-07-26,70.72,71.50,70.67,71.22,9457100,67.73
2012-07-25,69.06,70.45,69.04,70.30,8688300,66.86
2012-07-24,69.14,69.14,68.46,68.79,5930700,65.42
2012-07-23,69.57,69.90,68.94,69.34,5070600,65.94
2012-07-20,70.04,70.32,69.66,69.96,7628100,66.53
2012-07-19,70.36,70.47,70.10,70.42,4110900,66.97
2012-07-18,70.17,70.44,69.80,70.38,4221900,66.93
2012-07-17,70.63,70.84,69.57,70.33,5872300,66.88
2012-07-16,70.34,70.55,70.16,70.35,4543400,66.90
2012-07-13,69.99,70.50,69.85,70.41,4183800,66.96
2012-07-12,69.96,70.12,69.74,69.85,5637500,66.43
2012-07-11,69.75,70.28,69.60,70.13,6239200,66.69
2012-07-10,70.16,70.29,69.72,69.87,5074800,66.45
2012-07-09,70.13,70.43,69.69,69.99,4289200,66.56
2012-07-06,69.90,70.49,69.61,70.22,4578900,66.78
2012-07-05,70.50,70.55,70.06,70.17,4417100,66.73
2012-07-03,70.42,70.89,70.42,70.76,3377200,67.29
2012-07-02,70.34,70.79,70.00,70.76,6248000,67.29
2012-06-29,69.96,70.66,69.81,70.66,8886700,67.20
2012-06-28,69.52,69.82,69.11,69.60,6067200,66.19
2012-06-27,69.10,69.92,68.95,69.75,7553700,66.33
2012-06-26,68.55,69.13,68.30,68.94,6461800,65.56
2012-06-25,68.14,68.74,68.10,68.61,5120700,65.25
2012-06-22,68.64,69.05,68.64,68.70,5330600,65.33
2012-06-21,69.09,69.50,68.46,68.50,7056100,65.14
2012-06-20,69.14,69.24,68.29,68.91,8799900,65.53
2012-06-19,69.73,69.74,69.21,69.31,5340200,65.91
2012-06-18,69.42,69.75,69.40,69.60,4337700,66.19
2012-06-15,69.50,69.74,69.20,69.48,8815900,66.08
2012-06-14,68.67,69.66,68.58,69.27,5879900,65.88
2012-06-13,68.30,68.88,68.16,68.55,4964900,65.19
2012-06-12,68.25,68.50,68.04,68.40,5537800,65.05
2012-06-11,68.55,68.82,68.03,68.05,3874200,64.72
2012-06-08,67.75,68.41,67.60,68.31,3851800,64.96
2012-06-07,67.80,67.98,67.19,67.68,6389200,64.36
2012-06-06,67.32,67.66,67.04,67.49,5743100,64.18
2012-06-05,67.37,67.43,66.66,67.00,5607400,63.72
2012-06-04,67.46,67.65,67.05,67.48,6034400,64.17
2012-06-01,67.02,67.61,66.87,67.51,10514100,64.20
2012-05-31,68.14,68.59,67.67,67.85,10839300,64.53
2012-05-30,68.60,68.60,68.05,68.22,7549600,64.88
2012-05-29,68.50,69.34,68.44,69.33,10044700,65.42
2012-05-25,68.58,69.10,68.31,68.64,9372400,64.77
2012-05-24,68.18,68.90,67.90,68.81,16245700,64.93
2012-05-23,67.88,68.40,67.38,68.00,5530300,64.17
2012-05-22,67.91,68.50,67.82,68.08,5514200,64.24
2012-05-21,68.19,68.22,67.65,67.98,5500800,64.15
2012-05-18,68.44,68.45,67.56,68.12,11275700,64.28
2012-05-17,68.59,69.18,68.57,68.77,10532100,64.89
2012-05-16,68.37,69.07,68.24,68.75,12660500,64.87
2012-05-15,67.01,68.60,66.91,67.85,16062300,64.03
2012-05-14,66.57,67.45,66.32,67.15,7482800,63.36
2012-05-11,66.66,67.25,66.60,66.80,5114000,63.03
2012-05-10,66.17,67.19,66.17,66.79,8106700,63.02
2012-05-09,66.13,66.34,65.68,65.94,6013300,62.22
2012-05-08,66.25,66.70,66.17,66.52,6917600,62.77
2012-05-07,66.51,66.97,66.27,66.62,6910300,62.86
2012-05-04,66.86,66.90,65.87,65.90,6971200,62.18
2012-05-03,66.85,67.00,66.72,66.91,5821300,63.14
2012-05-02,66.52,66.92,66.41,66.83,5812400,63.06
2012-05-01,65.92,66.74,65.77,66.49,6591700,62.74
2012-04-30,65.97,66.25,65.77,66.00,5367500,62.28
2012-04-27,66.64,66.69,66.09,66.10,6248000,62.37
2012-04-26,66.50,66.77,66.22,66.37,7989100,62.63
2012-04-25,66.65,66.86,66.50,66.67,7056700,62.91
2012-04-24,66.33,66.84,66.27,66.51,5512500,62.76
2012-04-23,66.17,66.45,66.03,66.18,4944500,62.45
2012-04-20,66.17,66.74,66.10,66.63,7302500,62.87
2012-04-19,66.20,66.36,66.00,66.15,6531200,62.42
2012-04-18,66.10,66.31,66.05,66.21,5408000,62.48
2012-04-17,66.23,66.65,66.02,66.40,6748100,62.66
2012-04-16,65.13,66.39,65.13,65.99,7862600,62.27
2012-04-13,65.35,65.50,65.06,65.06,7412100,61.39
2012-04-12,65.06,65.50,64.64,65.38,5843100,61.69
2012-04-11,65.18,65.42,64.96,65.15,5376900,61.48
2012-04-10,65.19,65.35,64.79,64.85,5715700,61.19
2012-04-09,65.63,65.69,65.25,65.35,4526200,61.67
2012-04-05,66.04,66.21,65.70,66.15,5755800,62.42
2012-04-04,66.23,66.52,66.14,66.34,4556500,62.60
2012-04-03,66.58,66.82,66.33,66.56,5108400,62.81
2012-04-02,66.26,66.75,66.21,66.74,5203800,62.98
2012-03-30,66.28,66.50,66.04,66.35,5949300,62.61
2012-03-29,65.85,66.02,65.53,66.02,6320700,62.30
2012-03-28,65.95,66.03,65.60,65.93,5833300,62.21
2012-03-27,65.85,66.19,65.61,66.01,5274800,62.29
2012-03-26,65.47,65.80,65.45,65.78,5211800,62.07
2012-03-23,65.45,65.76,65.28,65.30,5356000,61.62
2012-03-22,65.14,65.56,65.03,65.39,5149000,61.70
2012-03-21,65.28,65.58,65.05,65.36,6555500,61.68
2012-03-20,64.40,65.56,64.33,65.28,7676400,61.60
2012-03-19,64.32,64.88,64.27,64.73,6555900,61.08
